Chrom	Strt	End	Naine	Novaria	Naine/Naine	Novaria/Naine
NC_025205.1	23700001	23800000	113	102	3.0	2.727
NC_025205.1	23800001	23900000	76	80	3.0	3.181
NC_025205.1	23900001	24000000	105	104	3.0	2.993
NC_025205.1	24000001	24100000	141	112	3.0	2.4
NC_025205.1	24100001	24200000	115	114	3.0	2.995
NC_025205.1	24200001	24300000	144	141	3.0	2.959
NC_025205.1	24300001	24400000	122	121	3.0	2.997
NC_025205.1	24400001	24500000	120	107	3.0	2.694
NC_025205.1	24500001	24600000	145	126	3.0	2.626
NC_025205.1	24600001	24700000	169	166	3.0	2.968
NC_025205.1	24700001	24800000	118	117	3.0	2.996
NC_025205.1	24800001	24900000	145	125	3.0	2.605
NC_025205.1	24900001	25000000	182	133	3.0	2.208
NC_025205.1	25000001	25100000	105	101	3.0	2.906
NC_025205.1	25100001	25200000	101	91	3.0	2.722
NC_025205.1	25200001	25300000	141	119	3.0	2.55
NC_025205.1	25300001	25400000	9	18	3.0	6.043
NC_025205.1	25400001	25500000	16	15	3.0	2.833
NC_025205.1	25500001	25600000	85	85	3.0	3.022
NC_025205.1	25600001	25700000	144	100	3.0	2.098
NC_025205.1	25700001	25800000	120	128	3.0	3.223
NC_025205.1	25800001	25900000	84	121	3.0	4.352
NC_025205.1	25900001	26000000	162	120	3.0	2.238
NC_025205.1	26000001	26100000	140	127	3.0	2.741
NC_025205.1	26100001	26200000	122	115	3.0	2.848
NC_025205.1	26200001	26300000	114	116	3.0	3.075
NC_025205.1	26300001	26400000	136	120	3.0	2.666
NC_025205.1	26400001	26500000	97	91	3.0	2.835
NC_025205.1	26500001	26600000	77	55	3.0	2.158
NC_025205.1	26600001	26700000	124	82	3.0	1.998
NC_025205.1	26700001	26800000	168	155	3.0	2.788
NC_025205.1	26800001	26900000	61	64	3.0	3.17
NC_025205.1	26900001	27000000	133	136	3.0	3.09
NC_025205.1	27000001	27100000	121	132	3.0	3.296
NC_025205.1	27100001	27200000	140	113	3.0	2.439
NC_025205.1	27200001	27300000	107	92	3.0	2.598
NC_025205.1	27300001	27400000	144	110	3.0	2.308
NC_025205.1	27400001	27500000	146	142	3.0	2.939
NC_025205.1	27500001	27600000	108	96	3.0	2.686
NC_025205.1	27600001	27700000	2	2	3.0	3.022
NC_025205.1	27700001	27800000	98	93	3.0	2.867
NC_025205.1	27800001	27900000	129	90	3.0	2.108
NC_025205.1	27900001	28000000	117	113	3.0	2.918
NC_025205.1	28000001	28100000	106	107	3.0	3.05
NC_025205.1	28100001	28200000	157	133	3.0	2.56
NC_025205.1	28200001	28300000	140	141	3.0	3.043
NC_025205.1	28300001	28400000	82	102	3.0	3.758
NC_025205.1	28400001	28500000	94	80	3.0	2.572
NC_025205.1	28500001	28600000	106	74	3.0	2.109
NC_025205.1	28600001	28700000	141	110	3.0	2.357
NC_025205.1	28700001	28800000	92	89	3.0	2.923
NC_025205.1	28800001	28900000	114	93	3.0	2.465
NC_025205.1	28900001	29000000	132	115	3.0	2.632
NC_025205.1	29000001	29100000	143	114	3.0	2.409
NC_025205.1	29100001	29200000	128	102	3.0	2.408
NC_025205.1	29200001	29300000	146	161	3.0	3.332
NC_025205.1	29300001	29400000	124	131	3.0	3.192
NC_025205.1	29400001	29500000	148	136	3.0	2.777
NC_025205.1	29500001	29600000	148	149	3.0	3.042
NC_025205.1	29600001	29700000	131	154	3.0	3.552
NC_025205.1	29700001	29800000	118	115	3.0	2.945
NC_025205.1	29800001	29900000	124	132	3.0	3.216
NC_025205.1	29900001	30000000	79	99	3.0	3.786
NC_025205.1	30000001	30051516	49	68	3.0	4.193



































NC_025206.1	1	100000	104	80	3.0	2.324
NC_025206.1	100001	200000	89	93	3.0	3.157
NC_025206.1	200001	300000	134	130	3.0	2.931
NC_025206.1	300001	400000	131	112	3.0	2.583
NC_025206.1	400001	500000	132	139	3.0	3.182
NC_025206.1	500001	600000	106	115	3.0	3.278
NC_025206.1	600001	700000	104	96	3.0	2.789
NC_025206.1	700001	800000	108	126	3.0	3.525
NC_025206.1	800001	900000	160	111	3.0	2.096
NC_025206.1	900001	1000000	152	141	3.0	2.803
NC_025206.1	1000001	1100000	130	129	3.0	2.998
NC_025206.1	1100001	1200000	130	120	3.0	2.789
NC_025206.1	1200001	1300000	111	86	3.0	2.341
NC_025206.1	1300001	1400000	115	132	3.0	3.468
NC_025206.1	1400001	1500000	98	81	3.0	2.497
NC_025206.1	1500001	1600000	99	100	3.0	3.052
NC_025206.1	1600001	1700000	138	112	3.0	2.452
NC_025206.1	1700001	1800000	108	75	3.0	2.098
NC_025206.1	1800001	1900000	58	34	3.0	1.771
NC_025206.1	1900001	2000000	131	121	3.0	2.791
NC_025206.1	2000001	2100000	135	114	3.0	2.552
NC_025206.1	2100001	2200000	123	117	3.0	2.874
NC_025206.1	2200001	2300000	106	115	3.0	3.278
NC_025206.1	2300001	2400000	117	130	3.0	3.357
NC_025206.1	2400001	2500000	70	84	3.0	3.626
NC_025206.1	2500001	2600000	92	98	3.0	3.219
NC_025206.1	2600001	2700000	95	105	3.0	3.34
NC_025206.1	2700001	2800000	89	76	3.0	2.58
NC_025206.1	2800001	2900000	102	127	3.0	3.762
NC_025206.1	2900001	3000000	105	80	3.0	2.302
NC_025206.1	3000001	3100000	77	75	3.0	2.943
NC_025206.1	3100001	3200000	127	130	3.0	3.093
NC_025206.1	3200001	3300000	47	42	3.0	2.7
NC_025206.1	3300001	3400000	116	103	3.0	2.683
NC_025206.1	3400001	3500000	100	88	3.0	2.659
NC_025206.1	3500001	3600000	130	121	3.0	2.812
NC_025206.1	3600001	3700000	116	107	3.0	2.787
NC_025206.1	3700001	3800000	149	136	3.0	2.758
NC_025206.1	3800001	3900000	99	97	3.0	2.96
NC_025206.1	3900001	4000000	127	87	3.0	2.07
NC_025206.1	4000001	4100000	107	97	3.0	2.739
NC_025206.1	4100001	4200000	96	105	3.0	3.305
NC_025206.1	4200001	4300000	116	92	3.0	2.396
NC_025206.1	4300001	4400000	123	128	3.0	3.144
NC_025206.1	4400001	4500000	109	113	3.0	3.132
NC_025206.1	4500001	4600000	160	158	3.0	2.984
NC_025206.1	4600001	4700000	102	105	3.0	3.11
NC_025206.1	4700001	4800000	79	72	3.0	2.754
NC_025206.1	4800001	4900000	123	103	3.0	2.53
NC_025206.1	4900001	5000000	106	140	3.0	3.991
NC_025206.1	5000001	5100000	137	108	3.0	2.382
NC_025206.1	5100001	5200000	143	132	3.0	2.789
NC_025206.1	5200001	5300000	85	94	3.0	3.341
NC_025206.1	5300001	5400000	119	108	3.0	2.742
NC_025206.1	5400001	5500000	116	109	3.0	2.839
NC_025206.1	5500001	5600000	151	127	3.0	2.541
NC_025206.1	5600001	5700000	141	107	3.0	2.293
NC_025206.1	5700001	5800000	107	68	3.0	1.92
NC_025206.1	5800001	5900000	86	58	3.0	2.038
NC_025206.1	5900001	6000000	107	80	3.0	2.259
NC_025206.1	6000001	6100000	49	45	3.0	2.775
NC_025206.1	6100001	6200000	92	91	3.0	2.989
NC_025206.1	6200001	6300000	132	128	3.0	2.93
NC_025206.1	6300001	6400000	104	96	3.0	2.789
NC_025206.1	6400001	6500000	151	144	3.0	2.881
NC_025206.1	6500001	6600000	116	131	3.0	3.412
NC_025206.1	6600001	6700000	115	113	3.0	2.969
NC_025206.1	6700001	6800000	119	127	3.0	3.225
NC_025206.1	6800001	6900000	116	112	3.0	2.917
NC_025206.1	6900001	7000000	150	123	3.0	2.478
NC_025206.1	7000001	7100000	90	82	3.0	2.753
NC_025206.1	7100001	7200000	121	129	3.0	3.221
NC_025206.1	7200001	7300000	147	129	3.0	2.652
NC_025206.1	7300001	7400000	112	90	3.0	2.428
NC_025206.1	7400001	7500000	122	107	3.0	2.65
NC_025206.1	7500001	7600000	121	126	3.0	3.146
NC_025206.1	7600001	7700000	120	109	3.0	2.745
NC_025206.1	7700001	7800000	62	62	3.0	3.022
NC_025206.1	7800001	7900000	108	87	3.0	2.434
NC_025206.1	7900001	8000000	141	124	3.0	2.657
NC_025206.1	8000001	8100000	178	160	3.0	2.716
NC_025206.1	8100001	8200000	137	120	3.0	2.647
NC_025206.1	8200001	8300000	181	157	3.0	2.621
NC_025206.1	8300001	8400000	140	120	3.0	2.59
NC_025206.1	8400001	8500000	123	106	3.0	2.604
NC_025206.1	8500001	8600000	15	9	3.0	1.813
NC_025206.1	8600001	8700000	106	90	3.0	2.565
NC_025206.1	8700001	8800000	148	103	3.0	2.103
NC_025206.1	8800001	8900000	120	114	3.0	2.87
NC_025206.1	8900001	9000000	94	106	3.0	3.407
NC_025206.1	9000001	9100000	137	139	3.0	3.066
NC_025206.1	9100001	9200000	154	129	3.0	2.531
NC_025206.1	9200001	9300000	110	116	3.0	3.186
NC_025206.1	9300001	9400000	48	46	3.0	2.896
NC_025206.1	9400001	9500000	40	37	3.0	2.795
NC_025206.1	9500001	9600000	79	64	3.0	2.448
NC_025206.1	9600001	9700000	124	118	3.0	2.875
NC_025206.1	9700001	9800000	117	128	3.0	3.306
NC_025206.1	9800001	9900000	130	128	3.0	2.975
NC_025206.1	9900001	10000000	90	77	3.0	2.585
NC_025206.1	10000001	10100000	80	74	3.0	2.795
NC_025206.1	10100001	10200000	139	138	3.0	3.0
NC_025206.1	10200001	10300000	85	62	3.0	2.204
NC_025206.1	10300001	10400000	122	119	3.0	2.947
NC_025206.1	10400001	10500000	64	82	3.0	3.871
NC_025206.1	10500001	10600000	120	112	3.0	2.82
NC_025206.1	10600001	10700000	115	86	3.0	2.26
NC_025206.1	10700001	10800000	75	86	3.0	3.465
NC_025206.1	10800001	10900000	92	82	3.0	2.693
NC_025206.1	10900001	11000000	83	79	3.0	2.876
NC_025206.1	11000001	11100000	49	58	3.0	3.577
NC_025206.1	11100001	11200000	89	88	3.0	2.988
NC_025206.1	11200001	11300000	59	53	3.0	2.714
NC_025206.1	11300001	11400000	101	84	3.0	2.513
NC_025206.1	11400001	11500000	66	64	3.0	2.93
NC_025206.1	11500001	11600000	33	31	3.0	2.838
NC_025206.1	11600001	11700000	34	39	3.0	3.466
NC_025206.1	11700001	11800000	5	10	3.0	6.043
NC_025206.1	11800001	11900000	30	26	3.0	2.619
NC_025206.1	11900001	12000000	41	37	3.0	2.727
NC_025206.1	12000001	12100000	23	20	3.0	2.627
NC_025206.1	12100001	12200000	17	12	3.0	2.133
NC_025206.1	12200001	12300000	4	9	3.0	6.798
NC_025206.1	12300001	12400000	86	73	3.0	2.565
NC_025206.1	12400001	12500000	58	64	3.0	3.334
NC_025206.1	12500001	12600000	12	12	3.0	3.022
NC_025206.1	12600001	12700000	32	28	3.0	2.644
NC_025206.1	12700001	12800000	12	15	3.0	3.777
NC_025206.1	12800001	12900000	32	19	3.0	1.794
NC_025206.1	12900001	13000000	11	5	3.0	1.373
NC_025206.1	13000001	13100000	24	24	3.0	3.022
NC_025206.1	13100001	13200000	68	55	3.0	2.444
NC_025206.1	13200001	13300000	54	35	3.0	1.958
NC_025206.1	13300001	13400000	8	3	3.0	1.133
NC_025206.1	13400001	13500000	13	10	3.0	2.324
NC_025206.1	13500001	13600000	0	0	.	.
NC_025206.1	13600001	13700000	17	6	3.0	1.066
NC_025206.1	13700001	13800000	1	0	3.0	0.0
NC_025206.1	13800001	13900000	32	30	3.0	2.833
NC_025206.1	13900001	14000000	15	20	3.0	4.029
NC_025206.1	14000001	14100000	29	18	3.0	1.875
NC_025206.1	14100001	14200000	19	16	3.0	2.544
NC_025206.1	14200001	14300000	5	4	3.0	2.417
NC_025206.1	14300001	14400000	28	27	3.0	2.914
NC_025206.1	14400001	14500000	1	0	3.0	0.0
NC_025206.1	14500001	14600000	1	0	3.0	0.0
NC_025206.1	14600001	14700000	1	0	3.0	0.0
NC_025206.1	14700001	14800000	2	1	3.0	1.511
NC_025206.1	14800001	14900000	40	36	3.0	2.719
NC_025206.1	14900001	15000000	103	89	3.0	2.611
NC_025206.1	15000001	15100000	70	66	3.0	2.849
NC_025206.1	15100001	15200000	103	93	3.0	2.728
NC_025206.1	15200001	15300000	50	46	3.0	2.78
NC_025206.1	15300001	15400000	39	24	3.0	1.859
NC_025206.1	15400001	15500000	40	36	3.0	2.719
NC_025206.1	15500001	15600000	58	68	3.0	3.542
NC_025206.1	15600001	15700000	43	54	3.0	3.794
NC_025206.1	15700001	15800000	100	63	3.0	1.904
NC_025206.1	15800001	15900000	32	37	3.0	3.494
NC_025206.1	15900001	16000000	55	51	3.0	2.802
NC_025206.1	16000001	16100000	52	39	3.0	2.266
NC_025206.1	16100001	16200000	33	36	3.0	3.296
NC_025206.1	16200001	16300000	38	26	3.0	2.067
NC_025206.1	16300001	16400000	5	1	3.0	0.604
NC_025206.1	16400001	16500000	6	5	3.0	2.518
NC_025206.1	16500001	16600000	0	0	.	.
NC_025206.1	16600001	16700000	4	8	3.0	6.043
NC_025206.1	16700001	16800000	12	18	3.0	4.532
NC_025206.1	16800001	16900000	0	1	.	.
NC_025206.1	16900001	17000000	0	0	.	.
NC_025206.1	17000001	17100000	0	0	.	.
NC_025206.1	17100001	17200000	44	28	3.0	1.923
NC_025206.1	17200001	17300000	27	17	3.0	1.902
NC_025206.1	17300001	17400000	4	6	3.0	4.532
NC_025206.1	17400001	17500000	8	2	3.0	0.755
NC_025206.1	17500001	17600000	31	37	3.0	3.606
NC_025206.1	17600001	17700000	40	39	3.0	2.946
NC_025206.1	17700001	17800000	27	29	3.0	3.245
NC_025206.1	17800001	17900000	86	103	3.0	3.619
NC_025206.1	17900001	18000000	40	46	3.0	3.475
NC_025206.1	18000001	18100000	9	8	3.0	2.686
NC_025206.1	18100001	18200000	31	38	3.0	3.704
NC_025206.1	18200001	18300000	39	26	3.0	2.014
NC_025206.1	18300001	18400000	35	42	3.0	3.626
NC_025206.1	18400001	18500000	33	36	3.0	3.296
NC_025206.1	18500001	18600000	2	6	3.0	9.065
NC_025206.1	18600001	18700000	38	20	3.0	1.59
NC_025206.1	18700001	18800000	6	3	3.0	1.511
NC_025206.1	18800001	18900000	24	19	3.0	2.392
NC_025206.1	18900001	19000000	30	37	3.0	3.727
NC_025206.1	19000001	19100000	48	45	3.0	2.833
NC_025206.1	19100001	19200000	31	16	3.0	1.56
NC_025206.1	19200001	19300000	113	93	3.0	2.487
NC_025206.1	19300001	19400000	79	79	3.0	3.022
NC_025206.1	19400001	19500000	23	37	3.0	4.861
NC_025206.1	19500001	19600000	57	55	3.0	2.916
NC_025206.1	19600001	19700000	25	26	3.0	3.142
NC_025206.1	19700001	19800000	40	41	3.0	3.097
NC_025206.1	19800001	19900000	162	209	3.0	3.898
NC_025206.1	19900001	20000000	78	71	3.0	2.75
NC_025206.1	20000001	20100000	72	51	3.0	2.14
NC_025206.1	20100001	20200000	59	74	3.0	3.79
NC_025206.1	20200001	20300000	88	81	3.0	2.781
NC_025206.1	20300001	20400000	86	76	3.0	2.67
NC_025206.1	20400001	20500000	78	51	3.0	1.976
NC_025206.1	20500001	20600000	89	101	3.0	3.429
NC_025206.1	20600001	20700000	115	138	3.0	3.626
NC_025206.1	20700001	20800000	100	101	3.0	3.052
NC_025206.1	20800001	20900000	5	4	3.0	2.417
NC_025206.1	20900001	21000000	32	39	3.0	3.682
NC_025206.1	21000001	21100000	56	60	3.0	3.237
NC_025206.1	21100001	21200000	88	99	3.0	3.399
NC_025206.1	21200001	21300000	75	58	3.0	2.337
NC_025206.1	21300001	21400000	142	113	3.0	2.404
NC_025206.1	21400001	21500000	108	91	3.0	2.546
NC_025206.1	21500001	21600000	72	57	3.0	2.392
NC_025206.1	21600001	21700000	71	65	3.0	2.766
NC_025206.1	21700001	21800000	30	33	3.0	3.324
NC_025206.1	21800001	21900000	75	81	3.0	3.263
NC_025206.1	21900001	22000000	80	78	3.0	2.946
NC_025206.1	22000001	22100000	94	96	3.0	3.086
NC_025206.1	22100001	22200000	88	106	3.0	3.64
NC_025206.1	22200001	22300000	136	163	3.0	3.621
NC_025206.1	22300001	22400000	70	71	3.0	3.065
NC_025206.1	22400001	22500000	54	43	3.0	2.406
NC_025206.1	22500001	22600000	82	103	3.0	3.795
NC_025206.1	22600001	22700000	82	69	3.0	2.543
NC_025206.1	22700001	22800000	95	74	3.0	2.354
NC_025206.1	22800001	22900000	92	66	3.0	2.168
NC_025206.1	22900001	23000000	121	113	3.0	2.822
NC_025206.1	23000001	23100000	25	18	3.0	2.176
NC_025206.1	23100001	23200000	88	54	3.0	1.854
NC_025206.1	23200001	23300000	64	72	3.0	3.399
NC_025206.1	23300001	23400000	73	70	3.0	2.897
NC_025206.1	23400001	23500000	97	107	3.0	3.333
NC_025206.1	23500001	23600000	74	72	3.0	2.94
NC_025206.1	23600001	23700000	113	101	3.0	2.701
NC_025206.1	23700001	23800000	75	58	3.0	2.337
NC_025206.1	23800001	23900000	125	117	3.0	2.828
NC_025206.1	23900001	24000000	107	103	3.0	2.909
NC_025206.1	24000001	24100000	184	211	3.0	3.465
NC_025206.1	24100001	24200000	127	121	3.0	2.879
NC_025206.1	24200001	24300000	130	133	3.0	3.091
NC_025206.1	24300001	24400000	92	91	3.0	2.989
NC_025206.1	24400001	24500000	85	67	3.0	2.382
NC_025206.1	24500001	24600000	137	81	3.0	1.786
NC_025206.1	24600001	24700000	143	94	3.0	1.986
NC_025206.1	24700001	24800000	95	46	3.0	1.463
NC_025206.1	24800001	24900000	97	70	3.0	2.18
NC_025206.1	24900001	25000000	101	45	3.0	1.346
NC_025206.1	25000001	25100000	96	45	3.0	1.416
NC_025206.1	25100001	25200000	114	69	3.0	1.829
NC_025206.1	25200001	25300000	100	37	3.0	1.118
NC_025206.1	25300001	25400000	144	71	3.0	1.49
NC_025206.1	25400001	25500000	146	93	3.0	1.925
NC_025206.1	25500001	25600000	105	53	3.0	1.525
NC_025206.1	25600001	25700000	128	75	3.0	1.77
NC_025206.1	25700001	25800000	118	58	3.0	1.485
NC_025206.1	25800001	25900000	116	59	3.0	1.537
NC_025206.1	25900001	26000000	115	74	3.0	1.944
NC_025206.1	26000001	26100000	87	46	3.0	1.598
NC_025206.1	26100001	26200000	125	71	3.0	1.716
NC_025206.1	26200001	26300000	111	76	3.0	2.069
NC_025206.1	26300001	26400000	100	57	3.0	1.722
NC_025206.1	26400001	26500000	104	67	3.0	1.947
NC_025206.1	26500001	26600000	123	78	3.0	1.916
NC_025206.1	26600001	26700000	118	60	3.0	1.536
NC_025206.1	26700001	26800000	57	21	3.0	1.113
NC_025206.1	26800001	26900000	100	55	3.0	1.662
NC_025206.1	26900001	27000000	111	82	3.0	2.232
NC_025206.1	27000001	27100000	137	67	3.0	1.478
NC_025206.1	27100001	27200000	131	58	3.0	1.338
NC_025206.1	27200001	27300000	230	202	3.0	2.654
NC_025206.1	27300001	27400000	117	86	3.0	2.221
NC_025206.1	27400001	27500000	60	40	3.0	2.014
NC_025206.1	27500001	27600000	105	67	3.0	1.928
NC_025206.1	27600001	27700000	121	59	3.0	1.473
NC_025206.1	27700001	27800000	74	35	3.0	1.429
NC_025206.1	27800001	27900000	106	60	3.0	1.71
NC_025206.1	27900001	28000000	107	57	3.0	1.61
NC_025206.1	28000001	28100000	121	70	3.0	1.748
NC_025206.1	28100001	28200000	154	104	3.0	2.041
NC_025206.1	28200001	28300000	129	130	3.0	3.045
NC_025206.1	28300001	28400000	126	133	3.0	3.189
NC_025206.1	28400001	28500000	140	149	3.0	3.216
NC_025206.1	28500001	28600000	138	121	3.0	2.649
NC_025206.1	28600001	28700000	156	139	3.0	2.692
NC_025206.1	28700001	28800000	150	134	3.0	2.699
NC_025206.1	28800001	28900000	121	113	3.0	2.822
NC_025206.1	28900001	29000000	138	163	3.0	3.569
NC_025206.1	29000001	29100000	165	172	3.0	3.15
NC_025206.1	29100001	29200000	138	152	3.0	3.328
NC_025206.1	29200001	29300000	91	80	3.0	2.656
NC_025206.1	29300001	29377369	93	88	3.0	2.859



































NC_025207.1	1	100000	139	124	3.0	2.695
NC_025207.1	100001	200000	125	123	3.0	2.973
NC_025207.1	200001	300000	89	100	3.0	3.395
NC_025207.1	300001	400000	178	172	3.0	2.92
NC_025207.1	400001	500000	117	102	3.0	2.634
NC_025207.1	500001	600000	137	137	3.0	3.022
NC_025207.1	600001	700000	102	96	3.0	2.844
NC_025207.1	700001	800000	142	126	3.0	2.681
NC_025207.1	800001	900000	120	105	3.0	2.644
NC_025207.1	900001	1000000	141	125	3.0	2.679
NC_025207.1	1000001	1100000	105	85	3.0	2.446
NC_025207.1	1100001	1200000	103	97	3.0	2.846
NC_025207.1	1200001	1300000	114	98	3.0	2.597
NC_025207.1	1300001	1400000	126	115	3.0	2.758
NC_025207.1	1400001	1500000	107	105	3.0	2.965
NC_025207.1	1500001	1600000	103	96	3.0	2.816
NC_025207.1	1600001	1700000	124	121	3.0	2.948
NC_025207.1	1700001	1800000	128	134	3.0	3.163
NC_025207.1	1800001	1900000	132	112	3.0	2.564
NC_025207.1	1900001	2000000	96	89	3.0	2.801
NC_025207.1	2000001	2100000	112	103	3.0	2.779
NC_025207.1	2100001	2200000	111	114	3.0	3.103
NC_025207.1	2200001	2300000	119	107	3.0	2.717
NC_025207.1	2300001	2400000	103	105	3.0	3.08
NC_025207.1	2400001	2500000	116	171	3.0	4.454
NC_025207.1	2500001	2600000	94	87	3.0	2.797
NC_025207.1	2600001	2700000	149	134	3.0	2.717
NC_025207.1	2700001	2800000	148	127	3.0	2.593
NC_025207.1	2800001	2900000	96	94	3.0	2.959
NC_025207.1	2900001	3000000	124	102	3.0	2.485
NC_025207.1	3000001	3100000	139	127	3.0	2.761
NC_025207.1	3100001	3200000	157	118	3.0	2.271
NC_025207.1	3200001	3300000	139	124	3.0	2.695
NC_025207.1	3300001	3400000	151	112	3.0	2.241
NC_025207.1	3400001	3500000	121	80	3.0	1.998
NC_025207.1	3500001	3600000	104	95	3.0	2.76
NC_025207.1	3600001	3700000	105	92	3.0	2.647
NC_025207.1	3700001	3800000	116	114	3.0	2.969
NC_025207.1	3800001	3900000	122	129	3.0	3.195
NC_025207.1	3900001	4000000	136	101	3.0	2.244
NC_025207.1	4000001	4100000	107	112	3.0	3.163
NC_025207.1	4100001	4200000	130	119	3.0	2.766
NC_025207.1	4200001	4300000	122	128	3.0	3.17
NC_025207.1	4300001	4400000	138	99	3.0	2.168
NC_025207.1	4400001	4500000	131	104	3.0	2.399
NC_025207.1	4500001	4600000	126	119	3.0	2.854
NC_025207.1	4600001	4700000	142	126	3.0	2.681
NC_025207.1	4700001	4800000	121	135	3.0	3.371
NC_025207.1	4800001	4900000	124	148	3.0	3.606
NC_025207.1	4900001	5000000	142	114	3.0	2.426
NC_025207.1	5000001	5100000	163	135	3.0	2.502
NC_025207.1	5100001	5200000	109	104	3.0	2.883
NC_025207.1	5200001	5300000	133	118	3.0	2.681
NC_025207.1	5300001	5400000	138	126	3.0	2.759
NC_025207.1	5400001	5500000	143	129	3.0	2.726
NC_025207.1	5500001	5600000	155	136	3.0	2.651
NC_025207.1	5600001	5700000	101	97	3.0	2.902
NC_025207.1	5700001	5800000	145	148	3.0	3.084
NC_025207.1	5800001	5900000	158	116	3.0	2.218
NC_025207.1	5900001	6000000	158	140	3.0	2.677
NC_025207.1	6000001	6100000	119	114	3.0	2.895
NC_025207.1	6100001	6200000	99	102	3.0	3.113
NC_025207.1	6200001	6300000	138	144	3.0	3.153
NC_025207.1	6300001	6400000	131	95	3.0	2.191
NC_025207.1	6400001	6500000	101	88	3.0	2.633
NC_025207.1	6500001	6600000	168	155	3.0	2.788
NC_025207.1	6600001	6700000	104	127	3.0	3.69
NC_025207.1	6700001	6800000	129	144	3.0	3.373
NC_025207.1	6800001	6900000	127	111	3.0	2.641
NC_025207.1	6900001	7000000	162	164	3.0	3.059
NC_025207.1	7000001	7100000	128	137	3.0	3.234
NC_025207.1	7100001	7200000	142	126	3.0	2.681
NC_025207.1	7200001	7300000	137	177	3.0	3.904
NC_025207.1	7300001	7400000	115	107	3.0	2.811
NC_025207.1	7400001	7500000	146	117	3.0	2.421
NC_025207.1	7500001	7600000	161	128	3.0	2.402
NC_025207.1	7600001	7700000	138	110	3.0	2.408
NC_025207.1	7700001	7800000	113	105	3.0	2.808
NC_025207.1	7800001	7900000	117	132	3.0	3.409
NC_025207.1	7900001	8000000	92	89	3.0	2.923
NC_025207.1	8000001	8100000	84	62	3.0	2.23
NC_025207.1	8100001	8200000	131	117	3.0	2.699
NC_025207.1	8200001	8300000	122	107	3.0	2.65
NC_025207.1	8300001	8400000	137	127	3.0	2.801
NC_025207.1	8400001	8500000	118	103	3.0	2.637
NC_025207.1	8500001	8600000	132	103	3.0	2.358
NC_025207.1	8600001	8700000	70	52	3.0	2.245
NC_025207.1	8700001	8800000	119	131	3.0	3.326
NC_025207.1	8800001	8900000	162	163	3.0	3.04
NC_025207.1	8900001	9000000	164	137	3.0	2.524
NC_025207.1	9000001	9100000	108	101	3.0	2.826
NC_025207.1	9100001	9200000	126	95	3.0	2.278
NC_025207.1	9200001	9300000	149	130	3.0	2.636
NC_025207.1	9300001	9400000	128	100	3.0	2.361
NC_025207.1	9400001	9500000	119	104	3.0	2.641
NC_025207.1	9500001	9600000	89	92	3.0	3.123
NC_025207.1	9600001	9700000	65	60	3.0	2.789
NC_025207.1	9700001	9800000	130	139	3.0	3.231
NC_025207.1	9800001	9900000	107	112	3.0	3.163
NC_025207.1	9900001	10000000	133	120	3.0	2.726
NC_025207.1	10000001	10100000	69	60	3.0	2.627
NC_025207.1	10100001	10200000	127	126	3.0	2.998
NC_025207.1	10200001	10300000	115	134	3.0	3.521
NC_025207.1	10300001	10400000	115	104	3.0	2.733
NC_025207.1	10400001	10500000	112	92	3.0	2.482
NC_025207.1	10500001	10600000	94	87	3.0	2.797
NC_025207.1	10600001	10700000	112	115	3.0	3.102
NC_025207.1	10700001	10800000	137	125	3.0	2.757
NC_025207.1	10800001	10900000	81	87	3.0	3.245
NC_025207.1	10900001	11000000	91	96	3.0	3.188
NC_025207.1	11000001	11100000	131	113	3.0	2.606
NC_025207.1	11100001	11200000	167	184	3.0	3.329
NC_025207.1	11200001	11300000	150	116	3.0	2.337
NC_025207.1	11300001	11400000	16	13	3.0	2.455
NC_025207.1	11400001	11500000	76	71	3.0	2.823
NC_025207.1	11500001	11600000	84	72	3.0	2.59
NC_025207.1	11600001	11700000	109	117	3.0	3.243
NC_025207.1	11700001	11800000	89	89	3.0	3.022
NC_025207.1	11800001	11900000	105	114	3.0	3.281
NC_025207.1	11900001	12000000	118	113	3.0	2.894
NC_025207.1	12000001	12100000	134	133	3.0	2.999
NC_025207.1	12100001	12200000	95	92	3.0	2.926
NC_025207.1	12200001	12300000	71	70	3.0	2.979
NC_025207.1	12300001	12400000	62	49	3.0	2.388
NC_025207.1	12400001	12500000	97	98	3.0	3.053
NC_025207.1	12500001	12600000	0	0	.	.
NC_025207.1	12600001	12700000	81	84	3.0	3.133
NC_025207.1	12700001	12800000	99	78	3.0	2.381
NC_025207.1	12800001	12900000	107	106	3.0	2.993
NC_025207.1	12900001	13000000	132	106	3.0	2.426
NC_025207.1	13000001	13100000	125	118	3.0	2.852
NC_025207.1	13100001	13200000	102	110	3.0	3.259
NC_025207.1	13200001	13300000	54	65	3.0	3.637
NC_025207.1	13300001	13400000	29	35	3.0	3.647
NC_025207.1	13400001	13500000	116	111	3.0	2.891
NC_025207.1	13500001	13600000	71	73	3.0	3.107
NC_025207.1	13600001	13700000	62	55	3.0	2.68
NC_025207.1	13700001	13800000	52	43	3.0	2.499
NC_025207.1	13800001	13900000	114	91	3.0	2.412
NC_025207.1	13900001	14000000	63	53	3.0	2.542
